CA	organ_age	Age_group
75.8	71.5	[75,78)
62	67.5	[60,63)
31.1	29.2	[30,33)
52.7	53	[51,54)
65.2	74.8	[63,66)
64.8	67	[63,66)
54.2	52.8	[54,57)
42.3	38.5	[42,45)
59.4	53.1	[57,60)
74.5	76.7	[72,75)
63.3	66	[63,66)
66.9	73.3	[66,69)
56.5	58.1	[54,57)
62.9	66	[60,63)
57.2	54.3	[57,60)
53.4	49.3	[51,54)
74	70.5	[72,75)
35.6	44.6	[33,36)
18.2	25.8	[18,21)
66.3	76.6	[66,69)
41.7	55.5	[39,42)
68.9	71.5	[66,69)
44.7	47.8	[42,45)
42.7	47.5	[42,45)
58.2	53.1	[57,60)
35.3	36.7	[33,36)
33.6	32.1	[33,36)
28.7	25.7	[27,30)
49.6	61.7	[48,51)
46.3	50	[45,48)
29.7	32.5	[27,30)
44.2	41.5	[42,45)
61.6	65.5	[60,63)
59.9	59.2	[57,60)
57.1	61.2	[57,60)
36.3	28.6	[36,39)
34.8	37.3	[33,36)
42.9	39.5	[42,45)
39.1	33.8	[39,42)
63	65.9	[63,66)
40.8	49.8	[39,42)
28.4	28.7	[27,30)
62.5	67.6	[60,63)
50.3	50.9	[48,51)
52.5	47.8	[51,54)
40.8	49.1	[39,42)
49.8	49.7	[48,51)
65.6	65.3	[63,66)
41.2	37.3	[39,42)
38.7	36.2	[36,39)
44.1	49.3	[42,45)
48	43.5	[48,51)
21.7	31.5	[21,24)
61.8	70.6	[60,63)
56.2	51.6	[54,57)
49.5	48.1	[48,51)
62.2	63.2	[60,63)
56.8	53.7	[54,57)
31	30.3	[30,33)
54.7	48	[54,57)
62.9	79.1	[60,63)
79.2	72.3	[78,81)
49.3	46.7	[48,51)
69.4	71.1	[69,72)
58.9	69.8	[57,60)
23.8	33.5	[21,24)
42	34.4	[42,45)
33.4	41.6	[33,36)
38.2	46.6	[36,39)
52	47.6	[51,54)
72.1	67.7	[72,75)
39.3	36.1	[39,42)
27.8	29.8	[27,30)
78.4	79.5	[78,81)
42.9	42.4	[42,45)
50.7	53.6	[48,51)
33.3	33.6	[33,36)
72.3	66.1	[72,75)
61.6	58.8	[60,63)
68.2	63.7	[66,69)
60.1	59.9	[60,63)
61.5	54.4	[60,63)
48.7	45.8	[48,51)
32.7	33.3	[30,33)
71.6	76.7	[69,72)
58.7	47.8	[57,60)
37.4	38.8	[36,39)
60.7	66.3	[60,63)
44.7	48.9	[42,45)
46.6	54.4	[45,48)
54	55.8	[54,57)
56.8	48.7	[54,57)
50.5	50.8	[48,51)
51	45.8	[51,54)
38.2	37.9	[36,39)
36.9	35.5	[36,39)
45.1	39.6	[45,48)
34.6	28.2	[33,36)
40.1	52.1	[39,42)
36.1	40.4	[36,39)
57.9	60.7	[57,60)
55.7	55.5	[54,57)
28	28.5	[27,30)
54.9	62.3	[54,57)
40.8	47	[39,42)
44.2	42.4	[42,45)
65.4	73.1	[63,66)
33.4	34.1	[33,36)
56.1	54	[54,57)
46.4	46.7	[45,48)
40.5	34.9	[39,42)
63.3	51.9	[63,66)
74.2	74.2	[72,75)
43.6	37.2	[42,45)
59.4	64.4	[57,60)
53.6	56.4	[51,54)
38.6	29.4	[36,39)
75.1	78.1	[75,78)
34.4	39.6	[33,36)
69.1	73.5	[69,72)
49.5	53.6	[48,51)
40.4	35.6	[39,42)
40.2	45.5	[39,42)
40.6	39.3	[39,42)
58.7	64.7	[57,60)
50	57.7	[48,51)
34.5	30.6	[33,36)
59.4	61.9	[57,60)
60.5	63	[60,63)
59.7	69.4	[57,60)
35.7	32.9	[33,36)
69.3	68	[69,72)
52.5	54.7	[51,54)
52.8	52.2	[51,54)
35.8	34.4	[33,36)
44.9	47.2	[42,45)
67.8	65.6	[66,69)
32.4	30.2	[30,33)
51.7	45	[51,54)
70.3	67.4	[69,72)
56.3	54.4	[54,57)
52.9	68.7	[51,54)
47.2	44.5	[45,48)
30.4	35.9	[30,33)
50.1	50.2	[48,51)
66.2	70.5	[66,69)
30.9	37.9	[30,33)
65.1	66.3	[63,66)
61.2	51.2	[60,63)
48.9	44.1	[48,51)
40	37.7	[39,42)
32.7	38.4	[30,33)
65.1	66.4	[63,66)
42	39.2	[42,45)
59.2	71.1	[57,60)
73.8	72.2	[72,75)
64.8	70.3	[63,66)
46.4	45.2	[45,48)
47.3	48	[45,48)
57.4	58	[57,60)
27.9	29.2	[27,30)
45.5	50.5	[45,48)
66.5	63.9	[66,69)
60.1	55.4	[60,63)
64.3	65.1	[63,66)
33.7	35.3	[33,36)
75	72.9	[75,78)
65.7	68.2	[63,66)
70.3	71.6	[69,72)
60.8	54.3	[60,63)
58.8	35.1	[57,60)
31.5	34.8	[30,33)
32.8	29.3	[30,33)
73.9	73.6	[72,75)
51.6	50.1	[51,54)
45.4	55.1	[45,48)
44.8	37.7	[42,45)
41.2	40.3	[39,42)
27.3	30.1	[27,30)
42.5	46	[42,45)
60.1	66.3	[60,63)
71.9	72.9	[69,72)
59.2	54.5	[57,60)
68.6	66.7	[66,69)
19.4	29.6	[18,21)
71.9	70.8	[69,72)
65.8	65.5	[63,66)
54.8	32.8	[54,57)
65.8	67.4	[63,66)
77.9	69.4	[75,78)
50.6	44.3	[48,51)
44.6	48	[42,45)
51.7	51.3	[51,54)
22.8	29.8	[21,24)
46.7	47.7	[45,48)
44.7	41.8	[42,45)
49.4	52.8	[48,51)
36.3	34.2	[36,39)
80.3	77.3	[78,81)
70.7	79.8	[69,72)
50.3	54.8	[48,51)
37.7	39.6	[36,39)
60.7	61.3	[60,63)
65.1	70.3	[63,66)
66.4	72.4	[66,69)
75.4	68.5	[75,78)
28.3	36	[27,30)
39	34.7	[39,42)
54.2	53	[54,57)
65	67.9	[63,66)
72.4	70.5	[72,75)
38.5	44.8	[36,39)
28	40.1	[27,30)
42.5	35.2	[42,45)
31.8	36.4	[30,33)
44.7	48.7	[42,45)
45.8	49.6	[45,48)
43.2	36.9	[42,45)
52	46.7	[51,54)
46.6	47.5	[45,48)
68.4	74	[66,69)
41.3	39.6	[39,42)
33.2	32	[33,36)
73.2	73.8	[72,75)
65.3	66.2	[63,66)
43	40.3	[42,45)
62.9	62.2	[60,63)
47.5	39.3	[45,48)
45.6	59.7	[45,48)
67.9	71.4	[66,69)
63.5	64.5	[63,66)
48.3	46.5	[48,51)
67.5	69.4	[66,69)
69.6	68	[69,72)
31.2	34.6	[30,33)
66.2	67.8	[66,69)
36.5	35.3	[36,39)
58.3	48.2	[57,60)
57.7	51.4	[57,60)
56.1	52.3	[54,57)
46.1	43.3	[45,48)
68.9	70.1	[66,69)
43.6	38.1	[42,45)
50.3	45.2	[48,51)
59.6	62.2	[57,60)
66.6	67.5	[66,69)
50.3	53.4	[48,51)
42.5	57.5	[42,45)
66.3	74.1	[66,69)
49.8	55	[48,51)
62.7	59.4	[60,63)
64.6	67.4	[63,66)
70.2	72.3	[69,72)
36	31.6	[36,39)
68.6	59.2	[66,69)
49.4	49.9	[48,51)
48.7	49.4	[48,51)
46.8	53.4	[45,48)
29.3	34.2	[27,30)
33.2	37.2	[33,36)
70.5	73.2	[69,72)
51.9	60.2	[51,54)
22.4	23	[21,24)
44.5	43.2	[42,45)
43.1	59.3	[42,45)
23	28.2	[21,24)
45.4	48.9	[45,48)
42.1	45.9	[42,45)
63.7	68.1	[63,66)
62.3	66.8	[60,63)
46.7	46.6	[45,48)
72.6	69.8	[72,75)
39.7	19.5	[39,42)
67.8	73.4	[66,69)
64	71	[63,66)
55.5	60.8	[54,57)
46.9	50.8	[45,48)
51.6	50.4	[51,54)
62	68.2	[60,63)
48.7	41.7	[48,51)
30.1	34.9	[30,33)
62.7	69	[60,63)
55.4	49.1	[54,57)
48.3	56.8	[48,51)
57.1	61.1	[57,60)
42	40.9	[42,45)
34.5	30.9	[33,36)
32.5	37	[30,33)
55	61.7	[54,57)
44.7	50.6	[42,45)
76.6	68.1	[75,78)
70.1	78	[69,72)
52.6	47.3	[51,54)
44.4	36.7	[42,45)
77.4	75.7	[75,78)
27.7	24.8	[27,30)
60	60.2	[60,63)
62.1	56.5	[60,63)
33.1	34.3	[33,36)
75.2	63.2	[75,78)
67	72.1	[66,69)
51.5	51.3	[51,54)
55.2	55.7	[54,57)
49	50.2	[48,51)
50	49.2	[48,51)
65.9	66.6	[63,66)
31	39.1	[30,33)
65	62.5	[63,66)
54.1	49.6	[54,57)
34.7	39.4	[33,36)
39.6	41.2	[39,42)
31.6	36	[30,33)
68.1	71.9	[66,69)
61.7	58	[60,63)
74.4	73.9	[72,75)
70.1	67.8	[69,72)
60.7	58.7	[60,63)
32.3	39.3	[30,33)
66.8	60.9	[66,69)
47.5	51.7	[45,48)
48.9	54.1	[48,51)
68.7	65	[66,69)
42.4	41.5	[42,45)
32.1	34.8	[30,33)
69.7	62.4	[69,72)
71.9	67.9	[69,72)
34.5	40.3	[33,36)
62.4	57.4	[60,63)
62.3	57.8	[60,63)
25.6	35.8	[24,27)
46.1	54	[45,48)
65.6	71.1	[63,66)
71.2	73.7	[69,72)
45.1	42	[45,48)
41.6	38.7	[39,42)
48.5	47.4	[48,51)
27	35.2	[27,30)
63.1	74.2	[63,66)
48.1	41.6	[48,51)
50.1	49.1	[48,51)
54.8	60	[54,57)
60.7	62.4	[60,63)
73.4	67.7	[72,75)
53.1	48.7	[51,54)
68.8	66.8	[66,69)
64	56.6	[63,66)
58.7	56.5	[57,60)
65.3	71.1	[63,66)
57.2	64.6	[57,60)
32.3	39.1	[30,33)
54.5	52.6	[54,57)
53.3	53.4	[51,54)
53.9	57.3	[51,54)
78.2	74.8	[78,81)
56.9	49.2	[54,57)
45.3	40.1	[45,48)
72.6	69.9	[72,75)
69.7	64.2	[69,72)
69.5	73.1	[69,72)
74.7	73.4	[72,75)
28.5	33.1	[27,30)
57.9	55.6	[57,60)
43	45.7	[42,45)
71.3	64.9	[69,72)
34.7	33.1	[33,36)
60.3	70.2	[60,63)
72.4	73	[72,75)
52	50.2	[51,54)
67.6	71.7	[66,69)
61.1	70.5	[60,63)
63.9	64	[63,66)
47.8	40.8	[45,48)
61.2	57.8	[60,63)
28.1	29.9	[27,30)
73	70.6	[72,75)
35.8	29.8	[33,36)
42.1	51.9	[42,45)
27.3	30.3	[27,30)
80	75.8	[78,81)
54.6	55.5	[54,57)
48.6	33.3	[48,51)
36.7	34	[36,39)
62.4	63.3	[60,63)
25.9	29.7	[24,27)
45.4	49.7	[45,48)
64.4	66.3	[63,66)
73.8	78.4	[72,75)
48.4	50.1	[48,51)
49	50.3	[48,51)
59.5	56	[57,60)
55.9	54.6	[54,57)
52.2	64.7	[51,54)
31.7	25.5	[30,33)
66.9	73.7	[66,69)
33.3	31.8	[33,36)
40.6	41.1	[39,42)
75	72.2	[75,78)
57.7	65.3	[57,60)
37	39.1	[36,39)
26.6	24.8	[24,27)
69.3	69.5	[69,72)
40.2	41.1	[39,42)
51.3	52.1	[51,54)
50.6	46.8	[48,51)
65.6	65.6	[63,66)
52.4	41.9	[51,54)
74.5	83.2	[72,75)
51.8	52.5	[51,54)
35.4	36.3	[33,36)
46.6	48.8	[45,48)
75	69.4	[75,78)
49.2	51.8	[48,51)
30.8	31.1	[30,33)
61.2	66.2	[60,63)
56.9	51.7	[54,57)
48.8	43.3	[48,51)
73.2	74.2	[72,75)
59.6	57.7	[57,60)
54.2	61	[54,57)
72.3	66.5	[72,75)
54	56.5	[54,57)
52.4	58.8	[51,54)
24.3	25.1	[24,27)
67.7	68.4	[66,69)
50.5	55.6	[48,51)
71.2	71.3	[69,72)
63.6	74.8	[63,66)
35.1	42.3	[33,36)
58.9	65.4	[57,60)
50.1	54.5	[48,51)
30.4	35.9	[30,33)
64.9	66	[63,66)
65.3	71.9	[63,66)
35.5	37.1	[33,36)
43.9	41.7	[42,45)
52.1	47.1	[51,54)
52.5	47.7	[51,54)
51.4	55.1	[51,54)
55.5	57.7	[54,57)
62	63	[60,63)
79.9	81.1	[78,81)
31.3	33	[30,33)
57.6	48.5	[57,60)
44.7	48.9	[42,45)
20.8	21.5	[18,21)
74.6	73	[72,75)
61.4	61.6	[60,63)
55.1	52.8	[54,57)
59.7	65.8	[57,60)
32.1	34.5	[30,33)
47.9	48.7	[45,48)
63.6	67.3	[63,66)
47.7	49.2	[45,48)
45.6	48.6	[45,48)
47.9	51.6	[45,48)
73	66.1	[72,75)
77.9	70.3	[75,78)
43.7	45.4	[42,45)
49.9	47.4	[48,51)
57.5	70	[57,60)
35.1	31.8	[33,36)
53.7	58.8	[51,54)
48.5	36.6	[48,51)
75.3	70.1	[75,78)
34.8	39.2	[33,36)
35.2	35.6	[33,36)
32.5	29.5	[30,33)
46.5	40.9	[45,48)
57.6	58.1	[57,60)
42	45.7	[42,45)
38.4	37.7	[36,39)
48.6	48.6	[48,51)
62.3	67.5	[60,63)
59.6	53.4	[57,60)
63.8	62.4	[63,66)
58.2	62.1	[57,60)
38.6	32.7	[36,39)
56.5	60.8	[54,57)
58.1	52	[57,60)
36.8	28.5	[36,39)
68.9	60.8	[66,69)
42.9	37.8	[42,45)
42.2	45.6	[42,45)
55.9	55.4	[54,57)
61.5	63.7	[60,63)
73.8	74.1	[72,75)
54.1	54.2	[54,57)
39.5	40.4	[39,42)
30.5	28.6	[30,33)
59.3	57.4	[57,60)
43.7	42.5	[42,45)
31.3	31	[30,33)
69.7	65.4	[69,72)
37.8	30.6	[36,39)
52.7	50.5	[51,54)
73.3	70.3	[72,75)
36.8	33.7	[36,39)
46.5	37.9	[45,48)
59.2	60.6	[57,60)
44.4	36.5	[42,45)
57	52	[57,60)
36	34.6	[36,39)
66.3	68.9	[66,69)
61.3	60.2	[60,63)
70.9	71.8	[69,72)
38.1	34.8	[36,39)
50	49	[48,51)
60.2	67.9	[60,63)
49.9	51.7	[48,51)
46.3	47	[45,48)
54.9	55.7	[54,57)
66.5	67.1	[66,69)
41.8	37.9	[39,42)
49	49.5	[48,51)
50.5	56.6	[48,51)
75.1	70	[75,78)
68.2	70.5	[66,69)
32.6	34	[30,33)
29	36	[27,30)
52.4	38.4	[51,54)
69.9	72	[69,72)
74.4	73.5	[72,75)
63.2	64.8	[63,66)
53.1	51.7	[51,54)
59.1	66.8	[57,60)
69.2	74.5	[69,72)
55	64.1	[54,57)
65.4	67.4	[63,66)
72.3	71.6	[72,75)
65	67	[63,66)
37.3	42.4	[36,39)
38.4	38.8	[36,39)
75.9	71.5	[75,78)
58.5	55.3	[57,60)
48.9	49.4	[48,51)
22.8	23.1	[21,24)
64.1	47.9	[63,66)
25.3	31.7	[24,27)
51	54.3	[51,54)
36.2	35.3	[36,39)
67.8	66.4	[66,69)
38.5	28	[36,39)
38.1	31.9	[36,39)
49.9	48.6	[48,51)
54.7	51	[54,57)
41.5	33.2	[39,42)
31	34.3	[30,33)
55.6	50.9	[54,57)
49.9	50.5	[48,51)
53.1	62	[51,54)
41.7	50.8	[39,42)
60.4	68.3	[60,63)
39.2	45.9	[39,42)
58.7	70.4	[57,60)
48.3	39.4	[48,51)
51.1	51.7	[51,54)
64	75.7	[63,66)
51.8	50.5	[51,54)
18.2	23.1	[18,21)
44	37.7	[42,45)
52.9	48.8	[51,54)
65.1	70.3	[63,66)
48.3	53.5	[48,51)
20.5	27.3	[18,21)
30.6	34.2	[30,33)
50.6	54.1	[48,51)
62.2	59.7	[60,63)
61.7	64.5	[60,63)
35.2	33.9	[33,36)
24.2	25.9	[24,27)
50.6	50	[48,51)
60.5	53.9	[60,63)
73.9	69.3	[72,75)
55	46.1	[54,57)
27.2	28	[27,30)
73.7	76	[72,75)
31.7	27.6	[30,33)
56.6	53.8	[54,57)
52.6	49.1	[51,54)
54.6	54.2	[54,57)
26.1	29.5	[24,27)
51.2	52.3	[51,54)
65.7	65.1	[63,66)
62.7	67.2	[60,63)
39	50.8	[39,42)
65.4	66.1	[63,66)
63.9	65.1	[63,66)
50.5	42.4	[48,51)
77.3	72.6	[75,78)
70.4	75.2	[69,72)
67.4	74.6	[66,69)
49.5	43.6	[48,51)
39	33.9	[39,42)
34.8	36	[33,36)
40.6	45.6	[39,42)
47.5	47.7	[45,48)
50.3	42.6	[48,51)
58.7	55.7	[57,60)
48	51.5	[48,51)
50	52.5	[48,51)
75.3	71.9	[75,78)
60.3	53.5	[60,63)
46	47.5	[45,48)
54.4	55.3	[54,57)
52.8	56	[51,54)
65	63.6	[63,66)
37.4	40.8	[36,39)
42.7	35.6	[42,45)
68.6	66.9	[66,69)
44.9	40.3	[42,45)
77.1	72.3	[75,78)
54.3	49	[54,57)
39.7	53.4	[39,42)
65.9	70.7	[63,66)
39.4	40.7	[39,42)
65.1	76.9	[63,66)
63.4	64.9	[63,66)
35.3	34.4	[33,36)
39.1	38.7	[39,42)
50.2	55.3	[48,51)
50	51.9	[48,51)
34.1	31.3	[33,36)
40	39.4	[39,42)
62.3	65.8	[60,63)
38.6	40.9	[36,39)
50.9	54.3	[48,51)
55.9	66	[54,57)
23.9	27.5	[21,24)
72.4	72.6	[72,75)
32.5	29.9	[30,33)
38.9	44.8	[36,39)
64.8	65.5	[63,66)
26.2	26	[24,27)
72.4	75.7	[72,75)
23.8	26.7	[21,24)
55.7	55.7	[54,57)
63	70.1	[63,66)
28.5	28.9	[27,30)
66.1	72	[66,69)
43.5	52.5	[42,45)
53.4	51.5	[51,54)
45	40.2	[45,48)
44.5	53.2	[42,45)
42.5	48.5	[42,45)
43.9	40.9	[42,45)
69.5	73.7	[69,72)
38.4	31.5	[36,39)
55.2	51.8	[54,57)
36.2	35.5	[36,39)
60.1	65.5	[60,63)
44.5	46.2	[42,45)
46.2	46	[45,48)
67.5	61.6	[66,69)
30.2	27.1	[30,33)
35.5	34.1	[33,36)
58.1	63.5	[57,60)
42.1	51.7	[42,45)
52	59.5	[51,54)
47.8	51.4	[45,48)
70.3	68.9	[69,72)
18.2	22	[18,21)
27.9	22.6	[27,30)
49.3	46.5	[48,51)
46.6	52.6	[45,48)
42.7	43.7	[42,45)
41.6	53.2	[39,42)
40.8	42	[39,42)
21.2	30.5	[21,24)
37.9	31.8	[36,39)
40.3	48.4	[39,42)
41.7	40.1	[39,42)
60.6	63.4	[60,63)
48.9	43.2	[48,51)
41.3	49.3	[39,42)
45.2	57.8	[45,48)
62.2	61.4	[60,63)
38.9	43.6	[36,39)
56.4	45.6	[54,57)
47.3	54.7	[45,48)
52.1	47	[51,54)
55.8	64.5	[54,57)
53.3	52.1	[51,54)
65.6	69.8	[63,66)
53.2	49.6	[51,54)
52.6	56.3	[51,54)
47.2	50.1	[45,48)
53.5	52	[51,54)
27.8	30.2	[27,30)
68.3	66.1	[66,69)
38	38.8	[36,39)
62.9	63.9	[60,63)
52.7	52.3	[51,54)
41.4	45	[39,42)
66.3	68.5	[66,69)
61	65.8	[60,63)
72.3	70.2	[72,75)
80.4	69.9	[78,81)
49.1	54.7	[48,51)
30.1	39	[30,33)
49.1	56.7	[48,51)
45	43.1	[45,48)
64.9	73.9	[63,66)
74.7	76.8	[72,75)
36.3	28.2	[36,39)
53.3	52.8	[51,54)
71.2	62.9	[69,72)
74.8	73.2	[72,75)
59.2	48.8	[57,60)
64.1	61.7	[63,66)
32.8	35	[30,33)
72.3	76.4	[72,75)
71.9	70.1	[69,72)
28.3	27.8	[27,30)
34.6	29.9	[33,36)
69	71.1	[69,72)
64	70.7	[63,66)
62.1	70.3	[60,63)
31.8	36.8	[30,33)
76.7	74.5	[75,78)
72.6	73.5	[72,75)
47.8	52.8	[45,48)
49.6	44.3	[48,51)
69.5	62.5	[69,72)
75.8	74.1	[75,78)
56.2	56.5	[54,57)
31.6	33.7	[30,33)
41.8	45.8	[39,42)
66.6	71.8	[66,69)
76.6	76.5	[75,78)
74.6	68.4	[72,75)
49.3	53.7	[48,51)
38.5	41.6	[36,39)
19.6	24.3	[18,21)
42.8	46.2	[42,45)
43.6	45	[42,45)
48.2	45	[48,51)
55.9	47.3	[54,57)
37.9	37.5	[36,39)
34.5	35.8	[33,36)
51.6	48.8	[51,54)
48.3	38.5	[48,51)
29.7	34.8	[27,30)
55.2	50.8	[54,57)
59.3	69.2	[57,60)
35.9	36.2	[33,36)
69.3	70.1	[69,72)
44.3	43.2	[42,45)
45.1	42.5	[45,48)
24.8	23.3	[24,27)
25.4	26.7	[24,27)
44.9	46.4	[42,45)
67.2	62	[66,69)
66.6	74.1	[66,69)
72.1	61.7	[72,75)
49.7	54.2	[48,51)
55.4	60.8	[54,57)
56.3	45.1	[54,57)
37.1	31.5	[36,39)
57.6	52	[57,60)
45.7	50	[45,48)
31.5	33.5	[30,33)
45.5	47.9	[45,48)
66.6	72.4	[66,69)
53.4	48.6	[51,54)
78.5	71.7	[78,81)
54.1	48.4	[54,57)
59.2	58.4	[57,60)
63.8	63.1	[63,66)
71.8	69.7	[69,72)
30	30.1	[30,33)
43.3	48.3	[42,45)
53	48.7	[51,54)
35.9	32.9	[33,36)
40.4	37.9	[39,42)
36.5	32.9	[36,39)
68.5	73.3	[66,69)
61.2	74.3	[60,63)
68.7	73.4	[66,69)
68.1	71	[66,69)
63.1	67	[63,66)
71.5	76	[69,72)
69.6	75.5	[69,72)
41.8	37.8	[39,42)
66.1	54	[66,69)
52.9	52.7	[51,54)
57.2	57.9	[57,60)
68.3	70.8	[66,69)
72.5	70.3	[72,75)
55.8	52.4	[54,57)
43.8	42.4	[42,45)
61.8	64.3	[60,63)
34	36.9	[33,36)
56.7	45.7	[54,57)
72.1	73.3	[72,75)
63.6	49.4	[63,66)
32.1	31.1	[30,33)
28.8	40.2	[27,30)
58.4	62.9	[57,60)
51.5	39.3	[51,54)
54	52.1	[54,57)
37.5	38.2	[36,39)
25.5	33.3	[24,27)
71	73.7	[69,72)
30.2	26.6	[30,33)
65	64.8	[63,66)
47.7	37.6	[45,48)
69.9	62.8	[69,72)
43.9	47.3	[42,45)
62.8	51.9	[60,63)
66	70	[66,69)
33.7	27.4	[33,36)
32.4	29.4	[30,33)
41.4	38.3	[39,42)
46.8	50.2	[45,48)
69.3	64	[69,72)
48.4	50.6	[48,51)
73.8	73.9	[72,75)
66.4	59.4	[66,69)
41.1	41.7	[39,42)
66.2	64.4	[66,69)
43.8	39.3	[42,45)
43.2	42.7	[42,45)
36.8	30.8	[36,39)
67.9	61.6	[66,69)
28	29.9	[27,30)
71.3	66.8	[69,72)
55.7	53.4	[54,57)
54.6	46.6	[54,57)
66.3	75.2	[66,69)
63.9	69	[63,66)
35.5	38.1	[33,36)
40	43	[39,42)
52.5	57.1	[51,54)
49.7	48.6	[48,51)
64.3	54.8	[63,66)
63.7	64.8	[63,66)
52	56.2	[51,54)
49.3	40.6	[48,51)
61.2	52.2	[60,63)
63.8	66.8	[63,66)
39.3	36	[39,42)
50.6	40.4	[48,51)
35.5	33.5	[33,36)
44.9	40.9	[42,45)
35.9	35	[33,36)
40.7	35.9	[39,42)
58.9	57.5	[57,60)
59.2	53.3	[57,60)
75	71.1	[75,78)
35.3	23	[33,36)
57	51.1	[57,60)
68.8	63.1	[66,69)
77.1	79.4	[75,78)
39.8	32.4	[39,42)
49.5	42.5	[48,51)
72.1	75.2	[72,75)
65.8	68.8	[63,66)
49.7	48	[48,51)
63.5	65.7	[63,66)
25.1	30.7	[24,27)
39.4	35.9	[39,42)
61.5	55.2	[60,63)
21.6	25.6	[21,24)
31	37.6	[30,33)
67.5	66.6	[66,69)
46.7	45.4	[45,48)
41.6	36.6	[39,42)
29.9	39.7	[27,30)
45.2	42.4	[45,48)
81.2	75.1	[81,84)
49.3	47.1	[48,51)
33.2	24.4	[33,36)
38.7	37.9	[36,39)
59.8	66.5	[57,60)
54.5	55.2	[54,57)
68.8	72.6	[66,69)
39.8	48.6	[39,42)
28.5	31.7	[27,30)
48.1	59.3	[48,51)
53.6	53.1	[51,54)
26.2	27.8	[24,27)
55.4	48.7	[54,57)
18.2	23.3	[18,21)
54.5	51.7	[54,57)
45	45.9	[45,48)
38.3	36.2	[36,39)
54.2	42	[54,57)
62.7	67.2	[60,63)
29.1	24.8	[27,30)
64.5	67.5	[63,66)
50.1	46.2	[48,51)
77.2	77	[75,78)
47.3	50.3	[45,48)
57.6	58.9	[57,60)
31.9	45.8	[30,33)
33.9	40.1	[33,36)
65	67.8	[63,66)
64.9	72.2	[63,66)
65.4	68.9	[63,66)
52.4	53.7	[51,54)
65.6	69.5	[63,66)
73.8	73.9	[72,75)
44.4	52.1	[42,45)
70.6	71.9	[69,72)
24.9	24.3	[24,27)
47.2	47.6	[45,48)
63.6	76.2	[63,66)
76.3	70.8	[75,78)
56.2	65.2	[54,57)
49.5	46	[48,51)
41.6	42	[39,42)
52.6	53.7	[51,54)
59.8	67.9	[57,60)
44.7	43.2	[42,45)
48.5	41.5	[48,51)
43.1	44.8	[42,45)
55.2	57	[54,57)
42	43.3	[42,45)
69.6	65.6	[69,72)
54.1	50	[54,57)
71.1	77.1	[69,72)
65.6	66.4	[63,66)
66	69.6	[66,69)
51.8	52.6	[51,54)
66	66.7	[66,69)
26.4	31.5	[24,27)
60.3	62	[60,63)
48.5	50.3	[48,51)
69.6	67.9	[69,72)
61	58	[60,63)
72.6	69.1	[72,75)
31.2	33.5	[30,33)
27.2	27.4	[27,30)
37.2	26.8	[36,39)
32.8	30.3	[30,33)
57	48.8	[57,60)
48.5	49	[48,51)
51.1	57.1	[51,54)
30.8	38.5	[30,33)
27.2	28.3	[27,30)
53.5	55.1	[51,54)
33.1	43.4	[33,36)
49.4	51.4	[48,51)
46.6	52.4	[45,48)
57.4	66.8	[57,60)
55.6	48.4	[54,57)
37.1	38.6	[36,39)
69.4	74.1	[69,72)
41.2	50.9	[39,42)
38.6	35.9	[36,39)
43.4	34.2	[42,45)
60.6	71.5	[60,63)
62.5	64.4	[60,63)
45.8	55.2	[45,48)
67.7	68.5	[66,69)
75.9	74	[75,78)
49.3	56.6	[48,51)
70.3	73.9	[69,72)
74.3	75.6	[72,75)
53	47.8	[51,54)
42.5	41.5	[42,45)
66.1	64.5	[66,69)
56	54.7	[54,57)
54.1	55	[54,57)
45.8	53.6	[45,48)
57.7	55.9	[57,60)
79	75.9	[78,81)
66.1	70.8	[66,69)
46.2	48.1	[45,48)
51.7	55.6	[51,54)
37.8	33.2	[36,39)
55.9	50.3	[54,57)
69.5	65.9	[69,72)
71	76.5	[69,72)
40.4	37.4	[39,42)
61.9	68.2	[60,63)
41.6	37.3	[39,42)
66.6	62.6	[66,69)
66	67.2	[66,69)
72.4	66.2	[72,75)
76.3	71.7	[75,78)
51.8	48.3	[51,54)
53	49.5	[51,54)
66.9	65.7	[66,69)
33.8	29.4	[33,36)
38.3	39.8	[36,39)
28.8	31.1	[27,30)
74.8	70.6	[72,75)
55.2	54.7	[54,57)
46.4	43.4	[45,48)
29.2	33.3	[27,30)
35.7	32.8	[33,36)
63.3	68.6	[63,66)
55.2	55.1	[54,57)
72.4	69.1	[72,75)
39.1	37.8	[39,42)
54.2	47.5	[54,57)
70.2	60.4	[69,72)
29.4	33.1	[27,30)
41.3	41.3	[39,42)
47.8	46.8	[45,48)
78.3	68.2	[78,81)
66.5	72.6	[66,69)
33.7	25.9	[33,36)
45.5	41.5	[45,48)
68.2	63.6	[66,69)
76	71.6	[75,78)
42.3	53	[42,45)
49.7	44.3	[48,51)
51.2	60.6	[51,54)
61.8	70.5	[60,63)
32.9	35.8	[30,33)
33.8	41	[33,36)
53	57	[51,54)
35	41.4	[33,36)
63.7	71.1	[63,66)
39	32	[39,42)
45.7	51.1	[45,48)
39.9	41.6	[39,42)
44.6	33.3	[42,45)
34.5	33.6	[33,36)
70.7	69.8	[69,72)
70.7	66.2	[69,72)
23.4	28.8	[21,24)
66.5	74.9	[66,69)
63.4	68.2	[63,66)
34.3	47.8	[33,36)
34.2	71.9	[33,36)
