CA	organ_age	Age_group
46.8	47.6	[45,48)
56.1	50.8	[54,57)
25.3	26.8	[24,27)
35.2	34.2	[33,36)
69	69.2	[69,72)
54.5	58	[54,57)
27.2	26	[27,30)
40	52.7	[39,42)
45.3	49	[45,48)
53.5	50	[51,54)
42	41.3	[42,45)
63.1	60.2	[63,66)
43.8	39	[42,45)
70.3	66.3	[69,72)
65.9	67.6	[63,66)
30.6	31.9	[30,33)
41.1	38.3	[39,42)
71	66.9	[69,72)
68.1	64	[66,69)
60.9	70.1	[60,63)
72.1	69.9	[72,75)
67.6	70.6	[66,69)
66.5	62	[66,69)
56.7	65.1	[54,57)
55.2	49.8	[54,57)
72.2	66.9	[72,75)
54.2	54.9	[54,57)
54.8	48.7	[54,57)
60.8	56.8	[60,63)
76.5	72.9	[75,78)
42.1	43.8	[42,45)
29.1	32.7	[27,30)
53.1	48.6	[51,54)
33.8	37.6	[33,36)
53.7	54.9	[51,54)
53	53.2	[51,54)
66.8	71.2	[66,69)
60.4	54.6	[60,63)
58.3	44.7	[57,60)
73.8	73.8	[72,75)
45.6	51	[45,48)
70.9	73.5	[69,72)
52.8	60.1	[51,54)
52.1	62	[51,54)
66.7	69.8	[66,69)
50.8	53.7	[48,51)
69.5	64.8	[69,72)
60.4	64.6	[60,63)
38	28.6	[36,39)
62.3	62	[60,63)
42.7	49	[42,45)
47.7	47.1	[45,48)
53.1	55.3	[51,54)
58.8	51	[57,60)
60.7	61.3	[60,63)
43.8	44.7	[42,45)
32.3	31.8	[30,33)
18.2	26.7	[18,21)
33.6	32.8	[33,36)
60.3	50.5	[60,63)
30.4	30.8	[30,33)
31.6	37.3	[30,33)
67.8	67.3	[66,69)
52.1	53.3	[51,54)
58.4	56	[57,60)
48.8	43.5	[48,51)
26.4	30.2	[24,27)
51	56	[51,54)
36.3	32.7	[36,39)
44.7	50.3	[42,45)
50.6	46.1	[48,51)
66.4	69.7	[66,69)
43.2	43.8	[42,45)
39.4	33.5	[39,42)
52.5	50.2	[51,54)
75.6	72.6	[75,78)
62.3	51.7	[60,63)
69.7	67.1	[69,72)
46.7	50.6	[45,48)
41.9	48.7	[39,42)
64.1	62.4	[63,66)
59.6	59.4	[57,60)
68.5	71.3	[66,69)
36.1	37.3	[36,39)
47	51.5	[45,48)
67.8	73.2	[66,69)
52.1	51.6	[51,54)
22.8	27.2	[21,24)
48.5	47.2	[48,51)
62.6	46.7	[60,63)
49.5	57	[48,51)
51.9	55.4	[51,54)
64	68.1	[63,66)
52.8	44.9	[51,54)
30.4	35.6	[30,33)
37.2	35.3	[36,39)
55.4	54.2	[54,57)
61.6	59.2	[60,63)
71.5	70.1	[69,72)
75.8	68.9	[75,78)
26.4	32.9	[24,27)
57.4	70.5	[57,60)
67.7	69	[66,69)
48.3	47.7	[48,51)
55	46.9	[54,57)
21.3	21.4	[21,24)
69.3	70.4	[69,72)
79.3	80.9	[78,81)
70.5	71.5	[69,72)
48.4	42.4	[48,51)
69.4	70.8	[69,72)
48.4	38.7	[48,51)
56.6	50.7	[54,57)
39.6	47	[39,42)
50.8	52.3	[48,51)
75.1	70.4	[75,78)
67.8	64.9	[66,69)
77.2	65.9	[75,78)
21.9	25.5	[21,24)
71.3	75.4	[69,72)
46.7	52.3	[45,48)
25	22.3	[24,27)
54.3	55.9	[54,57)
56.5	60.3	[54,57)
55.8	55.1	[54,57)
65.3	66.9	[63,66)
64.1	65.6	[63,66)
26.2	34.8	[24,27)
45.6	40	[45,48)
75.8	73.4	[75,78)
48.6	50.3	[48,51)
64.9	53.6	[63,66)
65.6	64.8	[63,66)
67.9	70	[66,69)
63.4	61.1	[63,66)
75	72.8	[75,78)
46.1	45.2	[45,48)
36.7	32.2	[36,39)
42.5	41	[42,45)
70	73.1	[69,72)
72.3	68.8	[72,75)
53	56.5	[51,54)
57.8	66.8	[57,60)
73	61.7	[72,75)
69.1	67.5	[69,72)
58.6	65.4	[57,60)
74.3	73.6	[72,75)
46.6	46.9	[45,48)
41.7	49.1	[39,42)
42.8	43.5	[42,45)
66.3	62.3	[66,69)
43.7	43.4	[42,45)
44.5	44.1	[42,45)
36.8	35.8	[36,39)
27.9	29.6	[27,30)
73.6	71.7	[72,75)
64.2	60.5	[63,66)
33.1	30.8	[33,36)
64.4	68.2	[63,66)
71.7	63.3	[69,72)
55.1	52.4	[54,57)
55.7	53.3	[54,57)
52.9	51.9	[51,54)
49.9	49	[48,51)
74.1	73.4	[72,75)
68.7	73.5	[66,69)
48.8	43.2	[48,51)
63.4	65	[63,66)
38.8	37.6	[36,39)
33.7	30.9	[33,36)
29.4	24.5	[27,30)
42.9	44.2	[42,45)
49.7	53.9	[48,51)
45	46.3	[45,48)
71.4	73	[69,72)
67	63.1	[66,69)
62.6	68.5	[60,63)
61.3	63.2	[60,63)
58.7	51.1	[57,60)
61.6	68.6	[60,63)
27.9	29	[27,30)
59.1	65.5	[57,60)
54.6	48.5	[54,57)
74.2	74.8	[72,75)
53.5	52.2	[51,54)
50.7	52.4	[48,51)
66	62.2	[66,69)
65.4	74.8	[63,66)
31.4	33.8	[30,33)
39.3	41.3	[39,42)
42.7	32.9	[42,45)
54.9	56.8	[54,57)
30.4	30	[30,33)
44.1	42.9	[42,45)
67	64	[66,69)
59.3	53.5	[57,60)
46.7	47	[45,48)
49.3	52	[48,51)
66.7	64	[66,69)
45.7	55.5	[45,48)
54.3	55	[54,57)
50.1	50.7	[48,51)
34.2	31.8	[33,36)
50.7	46.3	[48,51)
36.7	29.2	[36,39)
66.4	70.1	[66,69)
57.9	50.4	[57,60)
36.2	36.4	[36,39)
43.6	48.1	[42,45)
60.4	64.4	[60,63)
60.2	53.3	[60,63)
48.6	52.4	[48,51)
74.2	70.4	[72,75)
27.5	28	[27,30)
64	67.3	[63,66)
29.6	25.7	[27,30)
36.8	38.8	[36,39)
73.2	66.9	[72,75)
64.2	70.5	[63,66)
67.3	74.4	[66,69)
35.8	30.8	[33,36)
70.3	74.2	[69,72)
49.6	53.5	[48,51)
30.8	30	[30,33)
71.1	73.5	[69,72)
64.7	63.5	[63,66)
41	35.9	[39,42)
60	47.1	[60,63)
61.2	62.5	[60,63)
46.1	42	[45,48)
49.9	49.7	[48,51)
67.9	73.3	[66,69)
47.9	39.1	[45,48)
42.9	37.9	[42,45)
42.7	35.5	[42,45)
30.2	33.7	[30,33)
60.9	60.4	[60,63)
31.8	23.5	[30,33)
42.9	45.1	[42,45)
50.1	49.5	[48,51)
64.1	65.3	[63,66)
70.7	74.9	[69,72)
69.3	69.2	[69,72)
60.4	57.5	[60,63)
50.6	50.4	[48,51)
40.7	35.6	[39,42)
34.6	29.5	[33,36)
72.6	70.7	[72,75)
30.8	32.9	[30,33)
51.5	53.8	[51,54)
55.5	55	[54,57)
31.9	32	[30,33)
36.9	37.4	[36,39)
49.1	49.4	[48,51)
42.2	54.3	[42,45)
60.7	54	[60,63)
59.2	57.9	[57,60)
44.4	49.7	[42,45)
57.4	59.6	[57,60)
70.7	73.4	[69,72)
56.4	52.5	[54,57)
51.1	51.1	[51,54)
55	51.9	[54,57)
47.7	44.5	[45,48)
47.7	46.9	[45,48)
41.6	44.3	[39,42)
31	33.6	[30,33)
46.6	43.2	[45,48)
45.8	48.8	[45,48)
50.6	52.6	[48,51)
35.2	42.4	[33,36)
35.7	29.7	[33,36)
41.9	41.3	[39,42)
43.9	39.7	[42,45)
53	72	[51,54)
46.5	39.7	[45,48)
68.3	68.7	[66,69)
40.2	42.4	[39,42)
62.5	53.7	[60,63)
54.6	54.9	[54,57)
48.5	40.8	[48,51)
76.8	76.8	[75,78)
54.6	59.7	[54,57)
30.3	31.6	[30,33)
36.1	37.7	[36,39)
37	43.1	[36,39)
38	36.9	[36,39)
64.1	71.8	[63,66)
64.9	73.9	[63,66)
71.7	70.7	[69,72)
45.9	47.6	[45,48)
68.7	62.6	[66,69)
65.6	70.7	[63,66)
64.6	70.9	[63,66)
71.1	72.9	[69,72)
52.2	55.7	[51,54)
36.1	38.6	[36,39)
66.4	71.3	[66,69)
46.9	46.3	[45,48)
41.2	39.2	[39,42)
24.6	25	[24,27)
70.8	73.8	[69,72)
53.5	48.6	[51,54)
46.7	49.1	[45,48)
69	71.3	[69,72)
64.6	74.3	[63,66)
66.3	68.4	[66,69)
48.5	47.2	[48,51)
52.3	48.4	[51,54)
73.3	73.4	[72,75)
28.3	25.5	[27,30)
54.8	59.5	[54,57)
49.8	44.6	[48,51)
69.2	69.5	[69,72)
72	73.9	[72,75)
62.2	60.4	[60,63)
61.6	68.2	[60,63)
77.5	68.6	[75,78)
57.9	52.8	[57,60)
65.3	66.5	[63,66)
49.6	49.1	[48,51)
44.7	43.4	[42,45)
30.7	28.4	[30,33)
67.3	70.2	[66,69)
42.6	41.9	[42,45)
33.3	30.3	[33,36)
39.9	47.5	[39,42)
45.7	45.2	[45,48)
50.2	46.4	[48,51)
65.4	70.3	[63,66)
39.4	31.2	[39,42)
50.4	53.3	[48,51)
54.2	48.4	[54,57)
43.3	43.4	[42,45)
69.6	68.7	[69,72)
66	67.9	[66,69)
56.2	60.3	[54,57)
53.9	55.1	[51,54)
64.1	71	[63,66)
39.5	29.5	[39,42)
29.2	24.6	[27,30)
56	59	[54,57)
74.9	76.4	[72,75)
26.4	29.6	[24,27)
42.6	38.9	[42,45)
39.1	41.1	[39,42)
51.6	47.5	[51,54)
48.1	39.7	[48,51)
60.5	64.6	[60,63)
62.1	71	[60,63)
27.5	27.2	[27,30)
53.1	45.3	[51,54)
35.2	35.4	[33,36)
39.9	43.6	[39,42)
54.1	50.9	[54,57)
43.9	57.2	[42,45)
31.3	31.9	[30,33)
57.5	49.8	[57,60)
41.4	40	[39,42)
51.7	48.8	[51,54)
46.7	53	[45,48)
63.8	51.5	[63,66)
72.8	67.2	[72,75)
59.1	61.3	[57,60)
57	45.5	[57,60)
51.1	51	[51,54)
59.3	64.8	[57,60)
26.5	26.6	[24,27)
69.6	66	[69,72)
61.1	66.6	[60,63)
39.6	31.9	[39,42)
41	46.6	[39,42)
29.2	29.1	[27,30)
32.6	30	[30,33)
68.7	73.2	[66,69)
67.7	69.2	[66,69)
27.7	23.8	[27,30)
45.3	48.8	[45,48)
63.3	61.7	[63,66)
61.4	59.6	[60,63)
37.8	35.1	[36,39)
48.8	50.4	[48,51)
80.3	71.8	[78,81)
56.1	57.4	[54,57)
69.5	67.7	[69,72)
74.1	75.3	[72,75)
25.7	32.1	[24,27)
62.3	60.5	[60,63)
36.9	47.1	[36,39)
57.1	53.7	[57,60)
47.7	42.6	[45,48)
49.9	55.8	[48,51)
46.3	43.9	[45,48)
38.6	39.6	[36,39)
33.2	27.6	[33,36)
51.1	55.1	[51,54)
59	64.1	[57,60)
64.6	63.5	[63,66)
61.4	65.7	[60,63)
64.1	60.1	[63,66)
73	71.4	[72,75)
74.6	65.1	[72,75)
57.2	69	[57,60)
58.4	49.2	[57,60)
56.5	56	[54,57)
34.7	46	[33,36)
74.8	67.5	[72,75)
72.8	69.8	[72,75)
65.5	63.4	[63,66)
44.8	53.2	[42,45)
71.9	74.7	[69,72)
54.8	67.1	[54,57)
45.2	48.4	[45,48)
30.1	36.4	[30,33)
50.6	43.1	[48,51)
45.4	54.5	[45,48)
73.6	72.6	[72,75)
64.9	65.1	[63,66)
64.3	67.9	[63,66)
37.8	30.3	[36,39)
30.8	28.2	[30,33)
75.6	72.7	[75,78)
61.9	63.7	[60,63)
32.2	42.9	[30,33)
54.6	58.8	[54,57)
43.5	50.6	[42,45)
30.1	24.5	[30,33)
32.5	38.3	[30,33)
50.5	51.5	[48,51)
68.1	70.7	[66,69)
73.7	74.1	[72,75)
58	40.9	[57,60)
52.4	66.9	[51,54)
37.3	37.7	[36,39)
40.4	47.8	[39,42)
62.5	66.2	[60,63)
52.1	57.1	[51,54)
47	49.2	[45,48)
56.6	57.3	[54,57)
65.6	66.4	[63,66)
26.6	33.5	[24,27)
62.6	72.2	[60,63)
38.3	37	[36,39)
48.3	46.2	[48,51)
61.5	61.6	[60,63)
24.4	33.1	[24,27)
33.6	35.5	[33,36)
53.7	53.3	[51,54)
67.2	69.9	[66,69)
64.7	61.7	[63,66)
67.7	59.5	[66,69)
58.4	52.6	[57,60)
68.9	63.4	[66,69)
65.4	69.7	[63,66)
73.3	70.2	[72,75)
52.8	47.6	[51,54)
32.9	25.8	[30,33)
63.2	67.9	[63,66)
72	71.8	[72,75)
56.1	63.9	[54,57)
57.3	53.9	[57,60)
19.6	18.8	[18,21)
52.7	46.4	[51,54)
54.3	53.3	[54,57)
33.8	32.6	[33,36)
47.7	54.7	[45,48)
36.3	36	[36,39)
30.1	38.3	[30,33)
71.2	69.5	[69,72)
50.9	50.8	[48,51)
39	40.7	[39,42)
61.8	66.7	[60,63)
32.4	33.9	[30,33)
49.8	48.2	[48,51)
24	31.8	[24,27)
60.1	63.8	[60,63)
36.4	35.3	[36,39)
67.1	65.9	[66,69)
39.5	44.4	[39,42)
73.1	77.3	[72,75)
58.3	63.9	[57,60)
67.2	75.1	[66,69)
51.5	40.9	[51,54)
57.6	68	[57,60)
52.5	47.6	[51,54)
46.6	56.4	[45,48)
74.5	68.6	[72,75)
67.9	70.9	[66,69)
49	52.7	[48,51)
56.9	63.1	[54,57)
72.1	72.8	[72,75)
30.6	35.7	[30,33)
49.1	64.7	[48,51)
54.5	53.1	[54,57)
48.8	48.1	[48,51)
67.9	75	[66,69)
20.1	27.4	[18,21)
51.1	50.8	[51,54)
37.1	47.4	[36,39)
37.6	32.7	[36,39)
56	49	[54,57)
46.6	51	[45,48)
51.6	54.5	[51,54)
18.5	23.7	[18,21)
26.9	27.1	[24,27)
51	51.2	[51,54)
63.4	62.2	[63,66)
69.1	64.3	[69,72)
61.5	57.4	[60,63)
56	51.1	[54,57)
48.7	49.4	[48,51)
33.1	33.1	[33,36)
60	65.8	[60,63)
62	68.7	[60,63)
67.6	70.7	[66,69)
32.7	32.8	[30,33)
63.3	67.4	[63,66)
40.7	43.5	[39,42)
71.2	66.1	[69,72)
39.9	42.1	[39,42)
84	73.1	[84,87)
51.3	50.7	[51,54)
58.7	65	[57,60)
47.4	53.4	[45,48)
27.2	32.2	[27,30)
70.6	73.9	[69,72)
69.5	72.4	[69,72)
51.2	44.5	[51,54)
56.5	53.1	[54,57)
39.9	34.3	[39,42)
43	42.2	[42,45)
71.7	68.8	[69,72)
39.6	40.8	[39,42)
37	30.9	[36,39)
51.1	49.7	[51,54)
48.9	49.8	[48,51)
67.4	63.7	[66,69)
66.5	73	[66,69)
56.9	47.9	[54,57)
42.3	42.6	[42,45)
55.1	55.1	[54,57)
45.5	42.5	[45,48)
37	38.2	[36,39)
68.2	67	[66,69)
46	46.6	[45,48)
27.6	35	[27,30)
29.2	26.3	[27,30)
61	62.1	[60,63)
58.4	52.3	[57,60)
62.2	73.1	[60,63)
51.8	51.9	[51,54)
69.5	65.4	[69,72)
68.9	73	[66,69)
55.7	55.4	[54,57)
39.5	37.2	[39,42)
41.9	43.2	[39,42)
42.1	43	[42,45)
53.5	62.2	[51,54)
53	66.7	[51,54)
43.5	49.1	[42,45)
69.7	69	[69,72)
61.4	58.6	[60,63)
52.3	54.5	[51,54)
66.2	67.3	[66,69)
49.1	46.4	[48,51)
60.1	54.2	[60,63)
43.7	43.8	[42,45)
52.9	50.6	[51,54)
46	39.5	[45,48)
51.2	53.4	[51,54)
51.1	52	[51,54)
61.6	74.3	[60,63)
41.5	42.7	[39,42)
39.8	43.4	[39,42)
38.2	33.8	[36,39)
73.7	69.6	[72,75)
45.7	47.4	[45,48)
52.6	53.2	[51,54)
50.6	60.9	[48,51)
40.2	38.6	[39,42)
40.7	36	[39,42)
30.4	31.3	[30,33)
34.4	33.8	[33,36)
52.7	50.4	[51,54)
56.3	44	[54,57)
50.5	56.1	[48,51)
33	33.3	[33,36)
68.4	74.6	[66,69)
68.4	67.5	[66,69)
73.8	69	[72,75)
51.6	45.2	[51,54)
60	61	[60,63)
45.6	41.6	[45,48)
21.5	24.2	[21,24)
36.6	32	[36,39)
67.1	72.9	[66,69)
44.4	46.5	[42,45)
80.4	74.8	[78,81)
39.2	32.1	[39,42)
63.8	52	[63,66)
22.5	32.7	[21,24)
49.3	57.4	[48,51)
74.5	72.1	[72,75)
65.9	64.2	[63,66)
48.2	47.7	[48,51)
49.7	39.6	[48,51)
43.9	46	[42,45)
48.8	33.5	[48,51)
28.3	35.7	[27,30)
61.6	64.3	[60,63)
59.1	51.1	[57,60)
53.3	52.9	[51,54)
57.6	53.4	[57,60)
40	33.3	[39,42)
63.8	70.3	[63,66)
69.9	72.7	[69,72)
56.6	47.7	[54,57)
43.6	38.9	[42,45)
46.6	44.3	[45,48)
43.9	46.5	[42,45)
76.3	73.7	[75,78)
40.5	39.2	[39,42)
62.3	63	[60,63)
40.1	44.8	[39,42)
74.1	70.7	[72,75)
65.8	63.7	[63,66)
31.2	33.3	[30,33)
44.3	42.2	[42,45)
67.8	67.6	[66,69)
31.6	31.4	[30,33)
76	72.2	[75,78)
36.1	35.5	[36,39)
47.5	47.2	[45,48)
52.4	55.5	[51,54)
22.7	27.1	[21,24)
62.9	64.5	[60,63)
39.7	35.3	[39,42)
51	51.8	[51,54)
66.7	73.8	[66,69)
43.8	43.9	[42,45)
42.3	53.1	[42,45)
36.6	36.3	[36,39)
48.6	48.2	[48,51)
71.3	73	[69,72)
69.5	70.2	[69,72)
53.2	47.7	[51,54)
57.1	61.9	[57,60)
62.8	69.2	[60,63)
73.6	71.5	[72,75)
53.3	58.8	[51,54)
63.2	63.4	[63,66)
49.9	50.3	[48,51)
52.6	51.8	[51,54)
70.2	68	[69,72)
34.5	29	[33,36)
31.5	34.2	[30,33)
59.8	53.3	[57,60)
32.7	35	[30,33)
46.7	45.7	[45,48)
41.4	46.6	[39,42)
66.1	72.7	[66,69)
63	57.9	[63,66)
54.4	62.3	[54,57)
47.3	53.9	[45,48)
62.1	71	[60,63)
47.9	50.8	[45,48)
51	48.7	[51,54)
34	34	[33,36)
43.4	47.4	[42,45)
62	65.2	[60,63)
80.6	70.7	[78,81)
26.9	25.9	[24,27)
67.1	71.4	[66,69)
46.8	46.3	[45,48)
62.8	49.7	[60,63)
41.2	31.2	[39,42)
63.8	73.3	[63,66)
65.6	72.3	[63,66)
72.1	68.3	[72,75)
28.2	29.1	[27,30)
41.3	43.8	[39,42)
43	44.1	[42,45)
35.2	38	[33,36)
56.7	64.9	[54,57)
73.9	75.4	[72,75)
50.2	42.3	[48,51)
30.6	36.3	[30,33)
65.3	70.1	[63,66)
61.9	61.2	[60,63)
39.1	35	[39,42)
74.2	74.4	[72,75)
40.9	37.1	[39,42)
59.5	64.3	[57,60)
62.6	67.9	[60,63)
76.7	74.6	[75,78)
40	49.4	[39,42)
55.2	56	[54,57)
60.1	66	[60,63)
68.7	78.6	[66,69)
38.4	39.6	[36,39)
41.8	35	[39,42)
26.8	26.1	[24,27)
25.9	22.6	[24,27)
23.5	25.8	[21,24)
46.1	49.8	[45,48)
74.8	73.2	[72,75)
35.2	31.3	[33,36)
44.1	41.6	[42,45)
41.5	38.4	[39,42)
60.4	70.3	[60,63)
54.5	46.7	[54,57)
22.9	24.3	[21,24)
48.3	45.2	[48,51)
50.9	63.1	[48,51)
51	42.7	[51,54)
38	35	[36,39)
48.2	48.6	[48,51)
70.6	70.2	[69,72)
32.6	31.2	[30,33)
65.7	39.8	[63,66)
66.3	66.8	[66,69)
50.7	60.3	[48,51)
45.3	41.5	[45,48)
51.7	38.3	[51,54)
52.6	52.5	[51,54)
66	69.7	[66,69)
23.7	27.2	[21,24)
24	30	[24,27)
41.3	34.9	[39,42)
41.8	53.7	[39,42)
30.1	34.5	[30,33)
70.7	69.8	[69,72)
38.8	39.5	[36,39)
39.2	44.3	[39,42)
26.9	26.9	[24,27)
40.8	38.2	[39,42)
57.5	53.1	[57,60)
58.5	60.5	[57,60)
40	34	[39,42)
50.3	50.4	[48,51)
28.9	31.8	[27,30)
55.8	64.6	[54,57)
62	51.9	[60,63)
43.4	48.3	[42,45)
45.7	49.6	[45,48)
24.7	28.3	[24,27)
67.3	66	[66,69)
56.2	66.8	[54,57)
69.8	57.7	[69,72)
61.3	51.6	[60,63)
55.4	56.6	[54,57)
51.5	50	[51,54)
66.3	57.7	[66,69)
55.8	61.7	[54,57)
37.5	39.8	[36,39)
37.5	39.7	[36,39)
53	52.6	[51,54)
46.3	49.5	[45,48)
70.6	77.4	[69,72)
45.8	41.6	[45,48)
69.2	65.3	[69,72)
71.9	68.1	[69,72)
41.7	49.8	[39,42)
67.5	68.5	[66,69)
62.7	57.6	[60,63)
50.7	55	[48,51)
54.9	56.5	[54,57)
29	39.1	[27,30)
52.9	56.2	[51,54)
41.8	53.3	[39,42)
53.8	53.1	[51,54)
26	23.6	[24,27)
37.7	46.6	[36,39)
43.3	45	[42,45)
44.9	46.8	[42,45)
47.9	66	[45,48)
65.2	71.6	[63,66)
35	34.2	[33,36)
35.5	26.8	[33,36)
36.1	37.7	[36,39)
40.4	33.7	[39,42)
50.2	53.3	[48,51)
47.8	42.8	[45,48)
63.5	63.2	[63,66)
26.7	29.7	[24,27)
50	49.3	[48,51)
51.6	46.5	[51,54)
68.9	74.9	[66,69)
68.7	71	[66,69)
62.6	62.2	[60,63)
62.9	59.4	[60,63)
73.3	73.3	[72,75)
51	52	[51,54)
58.7	49.1	[57,60)
65.4	69.4	[63,66)
65.7	64.3	[63,66)
46.4	45.2	[45,48)
60.3	52.5	[60,63)
36.5	35.1	[36,39)
32.2	29.9	[30,33)
28.6	37.1	[27,30)
52.5	49.4	[51,54)
39.9	41.3	[39,42)
58.8	57.6	[57,60)
26.6	23.8	[24,27)
50.1	52.3	[48,51)
67.8	68	[66,69)
42.6	38.3	[42,45)
64.2	54.2	[63,66)
50	52.2	[48,51)
58.5	53.5	[57,60)
64.4	66.6	[63,66)
67.3	74	[66,69)
55.6	57.6	[54,57)
45.9	45.6	[45,48)
55.1	52.3	[54,57)
55.9	60.6	[54,57)
77.4	72.3	[75,78)
31.3	22.7	[30,33)
37.6	39.8	[36,39)
53.4	43.6	[51,54)
35.8	36.8	[33,36)
69.7	69.7	[69,72)
43.2	42.8	[42,45)
52	48.9	[51,54)
66.9	71.5	[66,69)
53.6	49.9	[51,54)
44.6	53.3	[42,45)
66.6	64.5	[66,69)
61.5	54	[60,63)
70.5	71.9	[69,72)
63.8	64.2	[63,66)
51	51.4	[51,54)
42.6	49.2	[42,45)
36.8	38.2	[36,39)
54.6	54.2	[54,57)
38.9	25.4	[36,39)
69.7	63.7	[69,72)
39.7	35.4	[39,42)
67.8	67.8	[66,69)
26.7	26.8	[24,27)
82.6	74	[81,84)
54.7	48.5	[54,57)
51.3	55.6	[51,54)
44.3	47.5	[42,45)
62.8	60.7	[60,63)
45.6	49.8	[45,48)
57.1	47.2	[57,60)
44.2	36.9	[42,45)
54.6	52.2	[54,57)
55.9	46.6	[54,57)
41.4	43.6	[39,42)
56.6	55.9	[54,57)
76.2	64.3	[75,78)
40.8	39.9	[39,42)
64.6	60.7	[63,66)
65.5	61.7	[63,66)
58.3	65.7	[57,60)
44.5	37.2	[42,45)
57.9	56.9	[57,60)
51.9	58.5	[51,54)
56.4	55.7	[54,57)
49.7	45.6	[48,51)
36.1	31.2	[36,39)
55.2	40.8	[54,57)
49.9	52.6	[48,51)
60	61.1	[60,63)
64.4	70.3	[63,66)
74.8	77.2	[72,75)
45.2	52.2	[45,48)
72.6	74.3	[72,75)
56.3	51.6	[54,57)
48.3	43.8	[48,51)
45.1	44.9	[45,48)
24.2	21.5	[24,27)
61.4	62.4	[60,63)
57.8	50.5	[57,60)
56.3	53.5	[54,57)
59.2	54	[57,60)
33.4	33	[33,36)
74.9	75.1	[72,75)
68.2	67.2	[66,69)
29.2	31	[27,30)
51	54.2	[51,54)
55.1	59.1	[54,57)
71.2	71.2	[69,72)
40.3	37.1	[39,42)
60.8	72	[60,63)
48.4	40.3	[48,51)
37.4	33.7	[36,39)
55.4	55.2	[54,57)
56.8	55.5	[54,57)
64.6	62.5	[63,66)
62.2	69.1	[60,63)
31	35	[30,33)
50.9	54.3	[48,51)
44.3	44.6	[42,45)
44.8	38.6	[42,45)
66.1	70.4	[66,69)
57.2	63.2	[57,60)
66.6	65.3	[66,69)
47.1	43.1	[45,48)
35.7	35.8	[33,36)
71.1	69.8	[69,72)
68.8	68.1	[66,69)
52.4	55.8	[51,54)
30.3	39.5	[30,33)
51.4	52.6	[51,54)
28.8	28.9	[27,30)
72.2	74.9	[72,75)
40.3	43.5	[39,42)
35.8	40.5	[33,36)
33.7	40.7	[33,36)
49.4	44.4	[48,51)
37.8	40.6	[36,39)
61	68.2	[60,63)
45.1	39.6	[45,48)
51.2	54.2	[51,54)
39	36.5	[39,42)
27.2	31.7	[27,30)
54.2	53.2	[54,57)
39.1	48.9	[39,42)
31.3	35.9	[30,33)
41.2	46.1	[39,42)
73.5	73.2	[72,75)
61.3	56.7	[60,63)
57.6	58.7	[57,60)
72.1	69.6	[72,75)
53.6	51	[51,54)
29.8	33	[27,30)
49.3	50.9	[48,51)
57.9	65	[57,60)
60.9	65.4	[60,63)
56.9	59.4	[54,57)
45.7	43.3	[45,48)
71.5	74.5	[69,72)
44	49.8	[42,45)
38.9	42.8	[36,39)
38.2	33	[36,39)
57.5	57.5	[57,60)
67.3	74.7	[66,69)
58.1	53.9	[57,60)
58.7	67.4	[57,60)
70.3	70.8	[69,72)
54.5	50	[54,57)
65.3	74.3	[63,66)
53.9	56.2	[51,54)
56.5	59.6	[54,57)
43.6	48	[42,45)
72	71.2	[72,75)
68.2	69.8	[66,69)
77.6	73.4	[75,78)
39.1	33	[39,42)
74.4	69.7	[72,75)
41.1	38.9	[39,42)
70.3	77.3	[69,72)
49.4	45.5	[48,51)
45.4	39.6	[45,48)
73.7	73.2	[72,75)
62.5	51.7	[60,63)
47.7	64.2	[45,48)
69.6	65.3	[69,72)
59	53.6	[57,60)
35.4	33.8	[33,36)
32.1	30.3	[30,33)
76.4	75.6	[75,78)
72.4	73.7	[72,75)
62.6	65.8	[60,63)
59.5	45.8	[57,60)
59.9	53.8	[57,60)
52.4	52.6	[51,54)
24.5	22.7	[24,27)
74.1	72.8	[72,75)
61.5	59.4	[60,63)
35.9	40.7	[33,36)
32.2	33.9	[30,33)
75.2	73.6	[75,78)
41.4	46.7	[39,42)
35.9	36.7	[33,36)
76.5	71.2	[75,78)
64.5	65	[63,66)
40	38.3	[39,42)
67.3	71.7	[66,69)
32.9	35.5	[30,33)
44.3	46.3	[42,45)
47.7	45.4	[45,48)
63.3	55.4	[63,66)
67.7	68.9	[66,69)
46.1	46.9	[45,48)
46.8	50.5	[45,48)
38.2	38.8	[36,39)
50.9	51.2	[48,51)
43.8	57.3	[42,45)
39.9	27	[39,42)
79.6	75.5	[78,81)
68	71.4	[66,69)
58.7	58.7	[57,60)
28.8	29	[27,30)
53	49.8	[51,54)
60.6	67.1	[60,63)
59.2	66.3	[57,60)
71.7	70.5	[69,72)
56.1	49.1	[54,57)
54.3	60.3	[54,57)
49.3	55.4	[48,51)
41.7	49.6	[39,42)
38.8	43.5	[36,39)
60.3	64.3	[60,63)
35.3	36.9	[33,36)
20.6	24.6	[18,21)
54.3	58.7	[54,57)
77	66.8	[75,78)
52	43.2	[51,54)
34.4	33.7	[33,36)
53.9	52.7	[51,54)
45.8	53.2	[45,48)
43.6	44.6	[42,45)
70.7	73.1	[69,72)
53.7	49.1	[51,54)
47.5	53.9	[45,48)
64.5	64.5	[63,66)
57	60.2	[57,60)
41.8	43.8	[39,42)
61.1	68.8	[60,63)
61.2	66.9	[60,63)
68.4	70.3	[66,69)
72	65.4	[72,75)
33.7	27.4	[33,36)
